Temperature,Clearsky DHI,Clearsky DNI,Relative Humidity,Wind Speed,DNI,Cloud Type,Clearsky GHI,DHI,GHI,Solar Zenith Angle
23.8,0,0,40.92,1.7,0,0,0,0,0,100.38
24.5,8,2,38.96,2.3,2,0,8,8,8,88.29
26.4,101,265,35.13,3,265,0,164,101,164,76.06
29.1,162,480,32.67,2.8,480,0,378,162,378,63.2
32.1,204,603,28.12,1.9,603,0,592,204,592,50.03
34.5,233,680,23.59,1.3,680,0,778,233,778,36.68
36.3,252,725,20.77,1.7,725,0,917,252,917,23.24
37.6,269,736,19.18,2.3,736,0,993,269,993,9.93
38.4,269,740,18.32,2.9,740,0,1007,269,1007,5.21
38.8,263,725,17.87,3.2,725,0,952,263,952,18.06
38.8,251,681,17.74,3.4,681,0,831,251,831,31.5
38.5,226,614,17.91,3.6,614,0,661,226,661,44.9
37.8,190,503,18.51,3.6,503,0,455,190,455,58.16
36.2,134,321,20.15,2.8,321,0,238,134,238,71.16
33.9,44,51,23,2,51,0,50,44,50,83.73
32.3,0,0,25.75,2.4,0,0,0,0,0,95.94
31.4,0,0,27.98,2.9,0,0,0,0,0,107.18
30.5,0,0,30.29,3.4,0,0,0,0,0,117.08
29.5,0,0,32.46,3.5,0,0,0,0,0,124.92
28.5,0,0,34.02,3.3,0,0,0,0,0,129.69
27.6,0,0,34.85,3,0,0,0,0,0,130.52
27.2,0,0,34.31,2.9,0,0,0,0,0,127.2
26,0,0,35.54,2.5,0,0,0,0,0,120.44
25.3,0,0,36.23,2.3,0,0,0,0,0,111.24
24.8,0,0,37.06,2.3,0,0,0,0,0,100.46
25.3,6,0,36.2,2.8,0,0,6,6,6,88.35
27.1,108,209,32.93,3.2,209,0,158,108,158,76.13
30.2,180,424,28.18,2.9,424,0,371,180,371,63.27
33.4,230,552,24.21,2.5,552,0,584,230,584,50.1
35.4,265,630,22.15,2.2,630,0,770,265,770,36.74
36.9,288,677,20.52,2.3,677,0,910,288,910,23.3
38,300,700,19.18,2.8,700,0,990,300,990,10
38.9,302,704,18.01,3.4,704,0,1003,302,1003,5.22
39.3,294,688,17.29,4,688,0,949,294,949,18.04
39.4,277,650,16.83,4.4,650,0,831,277,831,31.47
39,248,585,16.9,4.7,585,0,662,248,662,44.88
38.1,205,476,17.52,4.7,476,0,456,205,456,58.14
36.4,142,296,19.13,3.7,296,0,238,142,238,71.14
34,44,41,22.08,2.5,41,0,49,44,49,83.72
32.3,0,0,25.03,2.5,0,0,0,0,0,95.95
31.4,0,0,27.32,2.8,0,0,0,0,0,107.19
30.6,0,0,29.39,3,0,0,0,0,0,117.11
29.7,0,0,31.25,3.2,0,0,0,0,0,124.96
28.8,0,0,32.67,3.2,0,0,0,0,0,129.76
27.9,0,0,33.75,3.1,0,0,0,0,0,130.6
27.5,0,0,33.75,3,0,0,0,0,0,127.29
26.4,0,0,34.99,2.6,0,0,0,0,0,120.52
25.7,0,0,35.21,2.3,0,0,0,0,0,111.32
25.3,0,0,34.63,2.2,0,0,0,0,0,100.53
25.9,7,1,32.16,2.8,1,0,7,7,7,88.42
27.7,98,269,28.23,3.2,269,0,162,98,162,76.2
31,157,493,23.31,3.1,493,0,378,157,378,63.33
34.3,197,617,21.38,3.3,617,0,593,197,593,50.16
36.2,227,692,20.69,3.7,692,0,781,227,781,36.8
37.5,246,737,20.08,4.1,737,0,922,246,922,23.36
38.4,254,761,19.57,4.6,761,0,1003,254,1003,10.07
39.1,255,764,19.07,5,764,0,1017,255,1017,5.23
39.4,249,751,18.77,5.3,751,0,962,249,962,18.01
39.3,241,705,18.71,5.6,705,0,842,241,842,31.45
38.9,213,647,18.74,5.8,647,0,672,213,672,44.86
38.1,177,546,19.14,5.7,546,0,465,177,465,58.12
36.5,127,367,20.55,4.8,367,0,246,127,246,71.13
34.3,46,69,23.22,3.6,69,0,53,46,53,83.72
32.6,0,0,25.98,3.3,0,0,0,0,0,95.95
31.6,0,0,28.02,3.5,0,0,0,0,0,107.21
30.5,0,0,30.31,3.6,0,0,0,0,0,117.14
29.6,0,0,32.18,3.4,0,0,0,0,0,125.01
28.7,0,0,34.04,3.2,0,0,0,0,0,129.83
27.9,0,0,35.9,2.9,0,0,0,0,0,130.68
27.5,0,0,36.95,2.8,0,0,0,0,0,127.38
26.3,0,0,39.47,2.7,0,0,0,0,0,120.62
25.6,0,0,40.23,2.7,0,0,0,0,0,111.41
25,0,0,39.48,2.8,0,0,0,0,0,100.61
25.3,8,3,35.96,3.5,3,0,8,8,8,88.49
27.2,91,323,30.61,3.9,323,0,168,91,168,76.27
30.2,140,555,26.55,3.8,555,0,389,140,389,63.4
33.2,171,684,24.48,3.8,684,0,609,171,609,50.22
35.2,191,758,22.88,3.9,758,0,798,191,798,36.86
36.4,204,803,21.3,4,803,0,941,204,941,23.42
37.3,212,821,19.84,3.9,821,0,1020,212,1020,10.14
38,212,825,18.61,3.8,825,0,1034,212,1034,5.25
38.3,206,811,17.96,3.8,811,0,977,206,977,17.99
38.3,198,771,17.7,3.8,771,0,856,198,856,31.43
37.9,179,713,17.94,3.8,713,0,684,179,684,44.84
37.2,151,613,18.58,3.7,613,0,475,151,475,58.1
35.6,111,434,20.22,2.9,434,0,252,111,252,71.12
33.3,44,110,22.8,2,110,0,56,44,56,83.72
31.6,0,0,24.85,1.9,0,0,0,0,0,95.96
30.7,0,0,25.88,2,0,0,0,0,0,107.23
29.9,0,0,26.92,2.2,0,0,0,0,0,117.18
29.1,0,0,28.17,2.5,0,0,0,0,0,125.07
28.3,0,0,29.7,2.8,0,0,0,0,0,129.9
27.4,0,0,31.83,3.1,0,0,0,0,0,130.77
26.9,0,0,33.63,3.2,0,0,0,0,0,127.48
25.7,0,0,37,3.4,0,0,0,0,0,120.71
24.9,0,0,39.5,3.1,0,0,0,0,0,111.5
24.3,0,0,41.22,2.7,0,0,0,0,0,100.7
24.8,5,0,39.96,3,0,0,5,5,5,88.56
26.7,100,247,35.35,3.7,247,0,158,100,158,76.34
29.2,158,492,29.82,4.1,492,0,378,158,378,63.47
31.4,192,639,26.33,4.3,639,0,600,192,600,50.29
33.3,210,732,23.56,4.6,732,0,795,210,795,36.92
34.7,218,790,21.46,4.9,790,0,943,218,943,23.48
35.7,220,824,19.61,5.3,824,0,1030,220,1030,10.21
36.3,215,835,18.06,5.7,835,0,1046,215,1046,5.28
36.6,206,831,16.75,6,831,0,996,206,996,17.98
36.5,198,793,15.92,6.2,793,0,875,198,875,31.41
35.9,181,735,15.65,6.5,735,0,702,181,702,44.82
34.9,157,629,15.67,6.5,629,0,489,157,489,58.09
33.3,117,440,15.98,5.7,440,0,260,117,260,71.12
30.9,46,109,16.98,4.3,109,0,58,46,58,83.72
28.8,0,0,18.09,3.4,0,0,0,0,0,95.97
27.4,0,0,19.16,2.9,0,0,0,0,0,107.26
26.3,0,0,20.49,2.3,0,0,0,0,0,117.22
25.4,0,0,21.86,1.9,0,0,0,0,0,125.13
24.8,0,0,22.93,1.8,0,0,0,0,0,129.98
24.2,0,0,24.04,1.8,0,0,0,0,0,130.87
23.9,0,0,25.08,1.8,0,0,0,0,0,127.58
23,0,0,28.05,2.1,0,0,0,0,0,120.81
22.2,0,0,32.45,2.3,0,0,0,0,0,111.59
21.5,0,0,38.11,2.4,0,0,0,0,0,100.79
21.9,9,5,41.6,3.1,5,0,9,9,9,88.63
24,81,415,39.94,3.9,415,0,179,81,179,76.42
26.9,113,675,35.22,4.3,675,0,414,113,414,63.53
29.6,132,803,27.52,4.4,803,0,644,132,644,50.35
31.7,144,869,20.62,4.3,869,0,838,144,838,36.98
33.7,152,908,15.99,4.5,908,0,984,152,984,23.54
35.2,164,912,13.64,4.9,912,0,1062,164,1062,10.28
36.1,166,910,12.86,5.2,910,0,1073,166,1073,5.31
36.6,163,894,12.86,5.5,894,0,1014,163,1014,17.96
36.6,156,860,13.6,5.8,860,0,890,156,890,31.39
36.2,148,796,14.77,6,796,0,713,148,713,44.81
35.4,133,684,16.17,6,684,0,495,133,495,58.08
33.9,106,481,17.78,5.1,481,0,262,106,262,71.12
31.5,45,119,20.04,3.7,119,0,58,45,58,83.73
29.7,0,0,21.64,3.2,0,0,0,0,0,95.99
28.6,0,0,22.53,3,0,0,0,0,0,107.29
27.7,0,0,23.47,2.8,0,0,0,0,0,117.27
27,0,0,24.54,2.9,0,0,0,0,0,125.2
26.4,0,0,26.1,3.3,0,0,0,0,0,130.07
25.8,0,0,28.79,3.7,0,0,0,0,0,130.97
25.5,0,0,31.88,3.8,0,0,0,0,0,127.69
24,0,0,37.16,3,0,0,0,0,0,120.91
22.9,0,0,40.97,2.5,0,0,0,0,0,111.69
22.1,0,0,43.81,2.1,0,0,0,0,0,100.87
22.7,10,24,43.01,2.5,24,0,11,10,11,88.71
25,69,495,38.11,3.2,495,0,184,69,184,76.49
28.3,99,712,31.18,3.9,712,0,416,99,416,63.6
31.5,122,810,22.59,4.7,810,0,638,122,638,50.42
33.5,142,859,18.56,4.9,859,0,828,142,828,37.05
35,157,887,16.17,5,887,0,970,157,970,23.6
36,166,901,14.77,5.2,901,0,1052,166,1052,10.36
36.7,171,896,14.06,5.3,896,0,1063,171,1063,5.36
37.1,170,880,13.68,5.3,880,0,1007,170,1007,17.95
37,163,848,13.67,5.2,848,0,887,163,887,31.38
36.7,151,790,13.84,5.1,790,0,712,151,712,44.8
35.9,131,690,14.45,4.9,690,0,496,131,496,58.08
34,100,514,16.15,3.7,514,0,266,100,266,71.12
31.3,43,171,19.15,2.5,171,0,61,43,61,83.74
29.5,0,0,21.77,2.4,0,0,0,0,0,96.01
28.6,0,0,23.67,2.5,0,0,0,0,0,107.33
27.6,0,0,25.88,2.4,0,0,0,0,0,117.33
26.8,0,0,27.81,2.1,0,0,0,0,0,125.27
26.1,0,0,29.34,1.8,0,0,0,0,0,130.17
25.6,0,0,30.28,1.5,0,0,0,0,0,131.08
25.4,0,0,30.58,1.4,0,0,0,0,0,127.8
24.9,0,0,31.41,1.2,0,0,0,0,0,121.02
24.3,0,0,32.46,1.2,0,0,0,0,0,111.79
23.6,0,0,33.76,1.1,0,0,0,0,0,100.97
24.1,9,14,32.75,1.4,14,0,9,9,9,88.79
26.1,78,409,29.09,1.8,409,0,173,78,173,76.57
29.2,120,625,24.2,2.5,625,0,398,120,398,63.68
32.6,150,737,19.64,3.3,737,0,619,150,619,50.48
34.7,173,799,17.37,4,799,0,811,173,811,37.11
36,192,831,16.19,4.5,831,0,953,192,953,23.66
36.9,209,837,15.29,4.7,837,0,1033,209,1033,10.43
37.6,218,832,14.43,4.9,832,0,1046,218,1046,5.41
37.8,218,811,13.92,5,811,0,989,218,989,17.95
37.8,208,774,13.64,5,774,0,869,208,869,31.37
37.4,188,716,13.67,4.9,716,0,696,188,696,44.79
36.5,158,620,14.09,4.7,620,0,486,158,486,58.08
34.6,114,452,15.43,3.6,452,0,260,114,260,71.13
31.8,45,134,18.01,2.4,134,0,60,45,60,83.76
29.9,0,0,20.19,2.4,0,0,0,0,0,96.04
28.9,0,0,21.51,2.6,0,0,0,0,0,107.37
27.9,0,0,22.85,2.7,0,0,0,0,0,117.39
26.8,0,0,24.24,2.6,0,0,0,0,0,125.36
25.8,0,0,25.35,2.2,0,0,0,0,0,130.27
24.9,0,0,26.21,1.8,0,0,0,0,0,131.2
24.5,0,0,26.27,1.7,0,0,0,0,0,127.92
23.6,0,0,27.28,1.4,0,0,0,0,0,121.14
23,0,0,28.05,1.4,0,0,0,0,0,111.89
22.5,0,0,28.92,1.4,0,0,0,0,0,101.06
23.6,10,35,27.2,1.9,35,0,11,10,11,88.86
26.1,68,489,23.72,2.6,489,0,180,68,180,76.65
29.5,101,697,19.73,3.2,697,0,410,101,410,63.75
33.1,125,802,16.67,3.8,802,0,635,125,635,50.55
35.1,143,860,15.83,4.2,860,0,828,143,828,37.17
36.3,155,893,14.91,4.5,893,0,973,155,973,23.73
37.3,167,903,13.86,4.7,903,0,1054,167,1054,10.51
37.9,173,896,13.2,4.9,896,0,1065,173,1065,5.46
38.3,175,876,12.73,5.2,876,0,1009,175,1009,17.95
38.2,172,837,12.71,5.4,837,0,887,172,887,31.36
37.8,164,769,13,5.5,769,0,709,164,709,44.79
36.8,147,652,13.92,5.5,652,0,492,147,492,58.08
34.9,114,453,15.86,4.6,453,0,260,114,260,71.14
32.2,46,112,19.06,3.4,112,0,58,46,58,83.78
30.3,0,0,21.74,3.1,0,0,0,0,0,96.07
29,0,0,23.58,3,0,0,0,0,0,107.42
27.8,0,0,24.95,2.5,0,0,0,0,0,117.45
26.7,0,0,25.89,2.1,0,0,0,0,0,125.44
25.8,0,0,26.45,1.8,0,0,0,0,0,130.38
25,0,0,26.89,1.6,0,0,0,0,0,131.32
24.7,0,0,26.7,1.5,0,0,0,0,0,128.04
23.6,0,0,28.01,1.5,0,0,0,0,0,121.25
22.9,0,0,28.89,1.4,0,0,0,0,0,112
22.4,0,0,29.51,1.4,0,0,0,0,0,101.16
23.5,9,14,27.42,1.7,14,0,9,9,9,88.94
25.9,75,435,23.62,2.3,435,0,175,75,175,76.73
29,114,652,19.9,2.6,652,0,402,114,402,63.82
32.5,141,766,17.06,3.3,766,0,627,141,627,50.61
34.9,159,833,14.76,4,833,0,822,159,822,37.23
36.2,171,870,13.94,4.5,870,0,967,171,967,23.79
37.2,179,887,13.47,4.8,887,0,1051,179,1051,10.59
37.9,181,889,13.18,5.1,889,0,1066,181,1066,5.53
38.2,179,871,13.15,5.4,871,0,1008,179,1008,17.95
38.2,177,830,13.3,5.7,830,0,885,177,885,31.36
37.7,167,763,13.73,5.9,763,0,708,167,708,44.79
36.8,146,654,14.33,5.8,654,0,492,146,492,58.09
34.9,111,465,15.77,4.6,465,0,262,111,262,71.15
32.2,45,122,18.43,3.3,122,0,59,45,59,83.8
30.4,0,0,20.91,3.1,0,0,0,0,0,96.11
29.4,0,0,23.15,3.2,0,0,0,0,0,107.47
28.5,0,0,25.72,3.1,0,0,0,0,0,117.53
27.7,0,0,28.1,2.9,0,0,0,0,0,125.54
27,0,0,29.95,2.7,0,0,0,0,0,130.49
26.3,0,0,31.52,2.6,0,0,0,0,0,131.45
25.9,0,0,32.53,2.6,0,0,0,0,0,128.17
24.7,0,0,35.39,2.2,0,0,0,0,0,121.37
24,0,0,37.43,1.9,0,0,0,0,0,112.11
23.6,0,0,38.88,1.7,0,0,0,0,0,101.26
24.5,0,0,37.3,2.2,0,0,0,0,0,89.02
26.9,87,329,32.7,2.8,329,0,162,87,162,76.8
30,127,599,27.68,3.5,599,0,391,127,391,63.89
32.9,146,747,23.28,4.4,747,0,619,146,619,50.68
34.8,158,826,20.04,4.8,826,0,815,158,815,37.3
36.2,167,870,17.36,5.1,870,0,964,167,964,23.86
37.2,175,887,15.36,5.2,887,0,1047,175,1047,10.67
38,177,890,14.08,5.1,890,0,1062,177,1062,5.6
38.4,173,878,13.44,5.1,878,0,1008,173,1008,17.96
38.5,165,847,13.23,5,847,0,888,165,888,31.36
38.2,149,793,13.38,4.9,793,0,713,149,713,44.79
37.4,129,695,13.94,4.7,695,0,496,129,496,58.1
35.3,98,519,15.66,3.4,519,0,265,98,265,71.17
32.5,42,165,18.54,2.1,165,0,60,42,60,83.83
30.7,0,0,20.96,2,0,0,0,0,0,96.15
29.9,0,0,22.61,2,0,0,0,0,0,107.53
29.1,0,0,24.49,2,0,0,0,0,0,117.6
28.3,0,0,26.44,2,0,0,0,0,0,125.64
27.6,0,0,28.1,1.9,0,0,0,0,0,130.62
26.9,0,0,29.62,2,0,0,0,0,0,131.58
26.6,0,0,30.53,2,0,0,0,0,0,128.3
25.7,0,0,32.96,2.2,0,0,0,0,0,121.5
25.2,0,0,35.31,2.4,0,0,0,0,0,112.22
24.7,0,0,37.87,2.4,0,0,0,0,0,101.36
25.7,0,0,36.66,2.9,0,0,0,0,0,89.1
27.9,91,290,32.49,3.4,290,0,156,91,156,76.89
31.2,144,537,26.75,3.2,537,0,380,144,380,63.96
34.7,177,676,20.93,3,676,0,605,177,605,50.75
37,199,756,17.97,2.8,756,0,799,199,799,37.36
38.6,212,806,15.15,3,806,0,948,212,948,23.92
39.9,227,818,12.59,3.5,818,0,1031,227,1031,10.76
40.7,227,827,10.9,3.9,827,0,1050,227,1050,5.68
41.1,222,816,9.81,4.3,816,0,998,222,998,17.97
41,201,796,9.25,4.5,796,0,881,201,881,31.37
40.6,178,742,9.12,4.6,742,0,705,178,705,44.8
39.7,149,645,9.43,4.3,645,0,490,149,490,58.11
37.2,109,470,10.76,3,470,0,260,109,260,71.19
34,44,135,12.94,1.8,135,0,59,44,59,83.86
32.3,0,0,14.35,1.7,0,0,0,0,0,96.2
31.6,0,0,15.01,1.6,0,0,0,0,0,107.59
31,0,0,15.58,1.5,0,0,0,0,0,117.69
30.1,0,0,16.46,1.5,0,0,0,0,0,125.75
29,0,0,17.73,1.7,0,0,0,0,0,130.75
28,0,0,19.5,2,0,0,0,0,0,131.72
27.5,0,0,21.86,2.3,0,0,0,0,0,128.44
26.4,0,0,26.53,2.6,0,0,0,0,0,121.63
25.8,0,0,31.55,2.5,0,0,0,0,0,112.34
25.3,0,0,36.28,2.3,0,0,0,0,0,101.46
26,0,0,37.48,3,0,0,0,0,0,89.19
27.8,108,145,35.55,3.7,145,0,140,108,140,76.97
30.5,192,372,32.1,3.6,372,0,354,192,354,64.04
33.8,242,522,27.45,3.5,522,0,572,242,572,50.82
36.3,275,616,22.23,3.3,616,0,764,275,764,37.42
38,293,674,19.4,3.3,674,0,909,293,909,23.98
39.2,300,706,17.54,3.5,706,0,993,300,993,10.85
40,296,718,16.32,3.9,718,0,1011,296,1011,5.77
40.3,284,709,15.69,4.4,709,0,959,284,959,17.98
40.2,277,658,15.5,4.9,658,0,838,277,838,31.38
39.6,247,593,15.83,5.3,593,0,667,247,667,44.81
38.6,205,479,16.78,5.4,479,0,458,205,458,58.13
36.8,143,293,18.84,4.7,293,0,237,143,237,71.22
34.5,42,36,22.06,3.9,36,0,46,42,46,83.9
32.8,0,0,25.12,4,0,0,0,0,0,96.25
31.7,0,0,27.56,4.3,0,0,0,0,0,107.66
30.5,0,0,30.15,4.3,0,0,0,0,0,117.78
29.5,0,0,32.41,4.1,0,0,0,0,0,125.86
28.5,0,0,34.66,3.7,0,0,0,0,0,130.88
27.6,0,0,36.72,3.2,0,0,0,0,0,131.87
27.2,0,0,37.66,2.9,0,0,0,0,0,128.59
26,0,0,40.28,2.2,0,0,0,0,0,121.76
25.4,0,0,41.45,1.9,0,0,0,0,0,112.46
24.8,0,0,42.42,1.6,0,0,0,0,0,101.56
25.5,0,0,39.99,2.2,0,0,0,0,0,89.27
27.5,81,356,34.85,2.7,356,0,161,81,161,77.05
30.5,123,603,28.9,2.5,603,0,386,123,386,64.11
33.4,150,731,24.57,2.5,731,0,612,150,612,50.88
35.3,169,802,21.86,2.9,802,0,806,169,806,37.49
36.7,182,842,19.5,3.6,842,0,951,182,951,24.05
37.6,184,871,17.6,4.2,871,0,1039,184,1039,10.93
38.2,183,875,16.05,4.5,875,0,1054,183,1054,5.87
38.5,178,865,14.82,4.7,865,0,1000,178,1000,18.01
38.4,169,836,14.03,4.7,836,0,884,169,884,31.39
37.9,152,787,13.68,4.6,787,0,710,152,710,44.83
36.9,128,701,13.9,4.4,701,0,498,128,498,58.15
35,95,534,15.13,3.4,534,0,267,95,267,71.25
32.3,41,182,17.69,2.4,182,0,60,41,60,83.94
30.5,0,0,20.31,2.5,0,0,0,0,0,96.31
29.5,0,0,22.62,3,0,0,0,0,0,107.73
28.6,0,0,25.01,3.5,0,0,0,0,0,117.87
27.7,0,0,27.2,3.7,0,0,0,0,0,125.98
26.8,0,0,29.11,3.5,0,0,0,0,0,131.02
25.8,0,0,31.03,3,0,0,0,0,0,132.02
25.4,0,0,31.81,2.7,0,0,0,0,0,128.74
24.3,0,0,33.84,1.9,0,0,0,0,0,121.9
23.6,0,0,35.06,1.6,0,0,0,0,0,112.58
23.3,0,0,35.44,1.4,0,0,0,0,0,101.67
24.3,0,0,33.09,1.6,0,0,0,0,0,89.35
26.5,63,497,28.82,1.8,497,0,174,63,174,77.13
29.6,94,709,23.97,1.7,709,0,403,94,403,64.19
32.9,116,813,20.76,2,813,0,628,116,628,50.95
34.8,132,868,19.39,2.5,868,0,820,132,820,37.55
36.1,144,899,18.18,2.9,899,0,964,144,964,24.12
37.2,150,915,16.99,3.2,915,0,1048,150,1048,11.03
37.9,153,913,16.08,3.6,913,0,1061,153,1061,5.98
38.4,151,900,15.38,3.9,900,0,1007,151,1007,18.03
38.5,143,873,15.03,4.1,873,0,888,143,888,31.41
38.2,131,823,15.03,4.1,823,0,715,131,715,44.85
37.5,113,735,15.49,4.1,735,0,501,113,501,58.18
35.6,86,567,17.19,3,567,0,269,86,269,71.28
32.9,39,216,20.12,1.9,216,0,62,39,62,83.98
31.1,0,0,22.5,1.7,0,0,0,0,0,96.37
30.1,0,0,24.07,1.7,0,0,0,0,0,107.81
29.2,0,0,25.52,1.6,0,0,0,0,0,117.97
28.3,0,0,26.98,1.5,0,0,0,0,0,126.1
27.4,0,0,28.52,1.4,0,0,0,0,0,131.17
26.7,0,0,29.86,1.3,0,0,0,0,0,132.18
26.4,0,0,30.64,1.3,0,0,0,0,0,128.89
26,0,0,31.67,1.1,0,0,0,0,0,122.04
25.9,0,0,32.17,1,0,0,0,0,0,112.71
25.9,0,0,32.42,0.9,0,0,0,0,0,101.78
26.5,0,0,31.47,0.7,0,0,0,0,0,89.44
28,91,260,28.91,0.5,260,0,148,91,148,77.22
30.8,153,492,24.6,0.5,492,0,367,153,367,64.26
34.3,195,623,20.25,0.9,623,0,586,195,586,51.02
36.7,224,700,17.14,1.2,700,0,779,224,779,37.62
38.2,243,746,15.18,1.3,746,0,924,243,924,24.18
39.4,253,769,13.67,1.2,769,0,1008,253,1008,11.12
40.5,255,776,12.48,1.2,776,0,1027,255,1027,6.09
41.2,249,762,11.73,1.3,762,0,973,249,973,18.06
41.6,239,719,11.26,1.5,719,0,853,239,853,31.43
41.5,223,640,11.15,1.6,640,0,677,223,677,44.87
40.8,194,509,11.42,1.7,509,0,463,194,463,58.21
38.9,140,304,12.57,1.3,304,0,237,140,237,71.32
36.8,40,33,14.11,1,33,0,44,40,44,84.04
35.7,0,0,15.04,1,0,0,0,0,0,96.43
34.8,0,0,15.9,1,0,0,0,0,0,107.9
33.7,0,0,17,1.1,0,0,0,0,0,118.08
32.5,0,0,18.27,1.2,0,0,0,0,0,126.24
31.2,0,0,19.68,1.3,0,0,0,0,0,131.32
30.1,0,0,20.94,1.4,0,0,0,0,0,132.34
29.6,0,0,21.5,1.4,0,0,0,0,0,129.05
28.4,0,0,22.9,1.4,0,0,0,0,0,122.18
27.7,0,0,23.72,1.5,0,0,0,0,0,112.83
27.2,0,0,24.21,1.6,0,0,0,0,0,101.89
28.3,0,0,22.5,2.2,0,0,0,0,0,89.52
30.8,100,169,19.34,3.3,169,0,137,100,137,77.3
33.7,175,411,16.31,3.9,411,0,353,175,353,64.34
37.4,224,552,13.31,4,552,0,571,224,571,51.09
40.5,263,629,11.3,4,419,3,760,315,647,37.68
42.2,295,663,10.41,4,663,0,900,295,900,24.25
43.3,319,674,9.81,4.1,674,0,980,319,980,11.22
43.9,337,663,9.44,4.4,663,0,996,337,996,6.21
44,339,627,9.43,4.8,627,0,935,339,935,18.1
43.7,325,576,9.78,5.1,576,0,816,325,816,31.45
42.9,311,460,10.67,5.4,460,0,636,311,636,44.9
41.7,265,300,12.12,5.4,300,3,423,265,423,58.24
39.4,167,115,14.84,4.3,0,8,203,87,87,71.37
36.9,22,2,18.4,3.4,0,3,22,17,17,84.09
35.2,0,0,21.52,3.5,0,4,0,0,0,96.5
34,0,0,24.08,3.8,0,3,0,0,0,107.99
32.8,0,0,26.79,3.8,0,3,0,0,0,118.19
31.7,0,0,29.46,3.8,0,0,0,0,0,126.37
30.7,0,0,31.76,3.8,0,3,0,0,0,131.48
29.7,0,0,33.81,3.7,0,0,0,0,0,132.51
29.2,0,0,34.85,3.6,0,0,0,0,0,129.22
27.8,0,0,37.87,3,0,0,0,0,0,122.33
27.2,0,0,39.29,2.5,0,0,0,0,0,112.96
26.7,0,0,40.54,2.2,0,0,0,0,0,102
27.1,0,0,39.67,2.6,0,0,0,0,0,89.61
28.9,105,71,35.73,3.2,71,0,120,105,120,77.39
31.6,217,260,29.98,3.5,260,0,329,217,329,64.41
34,288,409,25.65,3.5,409,0,544,288,544,51.16
35.8,332,510,23.12,3.2,510,0,735,332,735,37.75
37.5,356,575,20.72,3.3,575,0,880,356,880,24.32
38.8,361,619,18.77,3.5,619,0,968,361,968,11.32
39.9,358,632,17.04,3.7,632,0,986,358,986,6.34
40.5,343,622,15.83,3.8,622,0,935,343,935,18.14
40.6,319,588,15.17,4,588,0,821,319,821,31.48
40.3,284,517,14.99,4.3,517,0,650,284,650,44.93
39.3,233,395,15.64,4.5,395,0,441,233,441,58.28
37.5,157,207,17.36,4,207,0,222,157,222,71.41
35.2,34,10,20.25,3.7,10,0,35,34,35,84.15
33.6,0,0,23.08,4.4,0,0,0,0,0,96.58
32.4,0,0,25.62,4.9,0,0,0,0,0,108.08
31.2,0,0,28,4.9,0,0,0,0,0,118.31
30.1,0,0,30.08,4.7,0,0,0,0,0,126.52
29.1,0,0,31.97,4.3,0,0,0,0,0,131.65
28.1,0,0,33.86,3.9,0,0,0,0,0,132.69
27.7,0,0,34.48,3.6,0,0,0,0,0,129.39
26.5,0,0,36.63,2.9,0,0,0,0,0,122.48
25.8,0,0,37.7,2.5,0,0,0,0,0,113.09
25.4,0,0,38.03,2.4,0,0,0,0,0,102.12
25.9,0,0,36.36,3,0,0,0,0,0,89.69
27.8,99,171,32.02,3.8,171,0,136,99,136,77.47
30.7,175,406,26.64,4.2,406,0,350,175,350,64.49
33.4,224,548,22.84,4.6,548,1,567,224,567,51.23
35.1,259,631,20.85,4.7,631,0,758,259,758,37.81
36.5,284,676,19.16,4.7,676,0,900,284,900,24.39
37.7,300,694,17.72,4.6,694,0,980,300,980,11.42
38.5,308,689,16.81,4.5,361,7,993,453,812,6.48
38.9,307,663,16.36,4.5,581,7,937,352,904,18.19
38.9,293,613,16.35,4.6,239,3,815,412,616,31.52
38.5,268,530,16.78,4.7,4,4,643,164,167,44.96
37.8,223,406,17.59,4.8,0,4,436,67,67,58.32
36.3,150,220,19.28,4.1,0,4,220,23,23,71.46
34.5,35,15,21.53,3.1,0,3,36,6,6,84.21
33.2,0,0,23.41,3,0,3,0,0,0,96.66
32.3,0,0,24.91,3.2,0,7,0,0,0,108.18
31.5,0,0,26.37,3.3,0,3,0,0,0,118.43
30.6,0,0,28.17,3.3,0,4,0,0,0,126.67
29.6,0,0,30.41,3,0,3,0,0,0,131.82
28.7,0,0,32.74,2.6,0,0,0,0,0,132.87
28.3,0,0,34.21,2.4,0,7,0,0,0,129.56
27.2,0,0,37.24,2.2,0,3,0,0,0,122.64
26.6,0,0,39.19,2.3,0,0,0,0,0,113.23
26.1,0,0,40.86,2.5,0,1,0,0,0,102.23
26.4,0,0,40.51,3.4,0,7,0,0,0,89.77
27.9,100,127,37.33,4.3,0,3,127,33,33,77.56
30.3,189,341,32.96,4.7,0,4,336,127,127,64.57
32.6,249,481,29.18,4.9,396,7,549,240,487,51.3
34.4,289,567,26.24,4.8,567,1,737,289,737,37.88
35.8,314,622,24.13,4.7,622,0,880,314,880,24.46
37,324,653,22.43,4.6,653,0,964,324,964,11.52
37.7,323,663,21.37,4.6,663,0,981,323,981,6.63
38.2,314,650,20.59,4.7,650,0,931,314,931,18.24
38.2,294,611,20.43,4.9,398,2,815,356,696,31.56
37.7,265,535,20.85,5.1,307,3,644,309,526,45
